literacy,count
C reed rite,NOT-PROCESSED
C reed and rite,NOT-PROCESSED
Cannot read At School,NOT-PROCESSED
Cant read on write,NOT-PROCESSED
Rd and wrete,NOT-PROCESSED
Can read write plaing english,NOT-PROCESSED
Can reaed and write,NOT-PROCESSED
Scholar can read,NOT-PROCESSED
Can only write name,NOT-PROCESSED
Cannot read school girl,NOT-PROCESSED
Read school boy,NOT-PROCESSED
Yes rd and wr,NOT-PROCESSED
Can reed a wri,NOT-PROCESSED
Cannnot read and write,NOT-PROCESSED
Read rith english,NOT-PROCESSED
W reade and wrte,NOT-PROCESSED
Read and wrigtt,NOT-PROCESSED
? Not read,NOT-PROCESSED
Not illiterate,NOT-PROCESSED
Can'ts read,NOT-PROCESSED
Read not wri,NOT-PROCESSED
He can r only,NOT-PROCESSED
He can r and w,NOT-PROCESSED
Cant read no rite,NOT-PROCESSED
No cant,NOT-PROCESSED
B a t ed,NOT-PROCESSED
Read and write many languages,NOT-PROCESSED
Learning read and write,NOT-PROCESSED
Reds,NOT-PROCESSED
Rite red rite,NOT-PROCESSED
Read and reid,NOT-PROCESSED
Cannot ria,NOT-PROCESSED
Read and write francais,NOT-PROCESSED
Not reid no w,NOT-PROCESSED
Thig line scrive,NOT-PROCESSED
Can't read ro write,NOT-PROCESSED
Cannot re nor w,NOT-PROCESSED
Cannot r can w,NOT-PROCESSED
Cant nither,NOT-PROCESSED
Read wrti,NOT-PROCESSED
Not and read or,NOT-PROCESSED
Cannot read o w,NOT-PROCESSED
W reade,NOT-PROCESSED
Own handwriting,NOT-PROCESSED
Read rite scholars,NOT-PROCESSED
Unlettered,NOT-PROCESSED
Cannot read wrg,NOT-PROCESSED
Cannot read and neither,NOT-PROCESSED
Can reade can write,NOT-PROCESSED
Cant write nor write,NOT-PROCESSED
Sollars,NOT-PROCESSED
Read and write national scholar,NOT-PROCESSED
Cannnot read nor write,NOT-PROCESSED
Could not write,NOT-PROCESSED
Scholar cannot read or write,NOT-PROCESSED
Canont not read,NOT-PROCESSED
Cannot write only read,NOT-PROCESSED
Reard an write,NOT-PROCESSED
Reids,NOT-PROCESSED
Cammot read,NOT-PROCESSED
Re rit,NOT-PROCESSED
Classical,NOT-PROCESSED
Scaller,NOT-PROCESSED
Saaller,NOT-PROCESSED
Both can write,NOT-PROCESSED
No able to read,NOT-PROCESSED
F A write and write,NOT-PROCESSED
Can red and rit,NOT-PROCESSED
Write and rede,NOT-PROCESSED
Read and m write,NOT-PROCESSED
Illerate,NOT-PROCESSED
Can rite redd,NOT-PROCESSED
To read and write,NOT-PROCESSED
Able to read only,NOT-PROCESSED
Cannot write can read only,NOT-PROCESSED
Little sister of the Poor,NOT-PROCESSED
Cannt read are writ,NOT-PROCESSED
Cannt read are wri,NOT-PROCESSED
Canot read are wri,NOT-PROCESSED
Cannot read are w,NOT-PROCESSED
Canot at school,NOT-PROCESSED
Neither read nor writ,NOT-PROCESSED
Schoolgirl,NOT-PROCESSED
Atening School,NOT-PROCESSED
The cannot read write,NOT-PROCESSED
Cnot read wri,NOT-PROCESSED
Cnot read w,NOT-PROCESSED
Nor read cannot rite,NOT-PROCESSED
Not fit,NOT-PROCESSED
Sacller,NOT-PROCESSED
Scellor,NOT-PROCESSED
C read or rite,NOT-PROCESSED
A M I C D,NOT-PROCESSED
Read (only),NOT-PROCESSED
Canote reade,NOT-PROCESSED
No eductaton,NOT-PROCESSED
Cannot read or or write,NOT-PROCESSED
M and f,NOT-PROCESSED
Cannot read or neither,NOT-PROCESSED
Cannot wred nor writ,NOT-PROCESSED
Read and write neather,NOT-PROCESSED
Neither readd or write,NOT-PROCESSED
Neither reid nor write,NOT-PROCESSED
Can read and wghts,NOT-PROCESSED
Cn't read not write,NOT-PROCESSED
Read or wirte,NOT-PROCESSED
I Literate,NOT-PROCESSED
Cannot r and wright,NOT-PROCESSED
Toy,NOT-PROCESSED
Can read primer,NOT-PROCESSED
Read and write yess,NOT-PROCESSED
Do not reid,NOT-PROCESSED
Cant read Leo Young,NOT-PROCESSED
Can't etc,NOT-PROCESSED
Neithr,NOT-PROCESSED
Read and ryht,NOT-PROCESSED
Can read and wrieht,NOT-PROCESSED
He can read and right,NOT-PROCESSED
Red nor wright,NOT-PROCESSED
N read,NOT-PROCESSED
Neigther,NOT-PROCESSED
Read only read and write,NOT-PROCESSED
Cannot riad not write,NOT-PROCESSED
Yes to read and write,NOT-PROCESSED
Not r nor writ,NOT-PROCESSED
Cannot read rate,NOT-PROCESSED
Cannot read cannot right,NOT-PROCESSED
No not yet,NOT-PROCESSED
Can read scholar,NOT-PROCESSED
Too young to r or w,NOT-PROCESSED
White,NOT-PROCESSED
M a oxford read and write,NOT-PROCESSED
Cannot read and wt,NOT-PROCESSED
Cannot red or read,NOT-PROCESSED
Notable to read,NOT-PROCESSED
Cannot talk,NOT-PROCESSED
Notable to red rig,NOT-PROCESSED
Notable to red or rigte,NOT-PROCESSED
Notable to red or right,NOT-PROCESSED
Read and write slightly,NOT-PROCESSED
Can warigh,NOT-PROCESSED
Can read and wrght,NOT-PROCESSED
Neither r or wrte,NOT-PROCESSED
Can't read and w,NOT-PROCESSED
Cannott read or,NOT-PROCESSED
Begginng to read,NOT-PROCESSED
Can read ar write,NOT-PROCESSED
She can read wr,NOT-PROCESSED
Both Dadly,NOT-PROCESSED
Cannot redd nor write,NOT-PROCESSED
Raed,NOT-PROCESSED
Illetrate,NOT-PROCESSED
Not red or wrte,NOT-PROCESSED
Father read only,NOT-PROCESSED
Cannot rd nor wte,NOT-PROCESSED
Read omely,NOT-PROCESSED
Irish english,NOT-PROCESSED
Irish English,NOT-PROCESSED
Can no read or write,NOT-PROCESSED
M A and C D,NOT-PROCESSED
Wrid and write,NOT-PROCESSED
Cannot read but write,NOT-PROCESSED
Not Going to School Too Young,NOT-PROCESSED
Can read and w?,NOT-PROCESSED
Read and wtite,NOT-PROCESSED
Stalian read and write,NOT-PROCESSED
Read and write M R S Antiquries Ireland,NOT-PROCESSED
Going to Scool,NOT-PROCESSED
Can re w,NOT-PROCESSED
Not a read a write,NOT-PROCESSED
Able not read write,NOT-PROCESSED
Not able write,NOT-PROCESSED
Read write and Cannot,NOT-PROCESSED
Read write Cannot,NOT-PROCESSED
Not able to read right,NOT-PROCESSED
Can read and w only,NOT-PROCESSED
E? cannot read,NOT-PROCESSED
Cannot write c read,NOT-PROCESSED
Illeratate,NOT-PROCESSED
Read Scholar,NOT-PROCESSED
Cannot write or reade,NOT-PROCESSED
Can read and write English,NOT-PROCESSED
Can read and write too,NOT-PROCESSED
College education,NOT-PROCESSED
R yes and write,NOT-PROCESSED
Read an rght,NOT-PROCESSED
Well cannot read,NOT-PROCESSED
Cant write and c,NOT-PROCESSED
Learning but cannot read,NOT-PROCESSED
Read cannot wr,NOT-PROCESSED
Scollers,NOT-PROCESSED
A school girl,NOT-PROCESSED
Cannot read noor write,NOT-PROCESSED
Cannot read orwrite,NOT-PROCESSED
Cnot read nor write,NOT-PROCESSED
Not read or righ,NOT-PROCESSED
Cannot read yes,NOT-PROCESSED
Canot read wrte,NOT-PROCESSED
Read and write M A C T D,NOT-PROCESSED
Dont red or rit,NOT-PROCESSED
Dont reed or ritte,NOT-PROCESSED
Cannfot read,NOT-PROCESSED
Reid and can write,NOT-PROCESSED
Not get,NOT-PROCESSED
Cannot reed are write,NOT-PROCESSED
Cannot read and not write,NOT-PROCESSED
Cant read nor cant write,NOT-PROCESSED
Reaead and write,NOT-PROCESSED
Undergraduate candidate bachelor trinity college,NOT-PROCESSED
Read and write schooler,NOT-PROCESSED
Can read wrigh,NOT-PROCESSED
Read only not w,NOT-PROCESSED
Cannot either write,NOT-PROCESSED
Scollar Read and write,NOT-PROCESSED
R read on,NOT-PROCESSED
Inserted from inform read from d i j read and write,NOT-PROCESSED
Iletiate,NOT-PROCESSED
No read only,NOT-PROCESSED
Cannot read?,NOT-PROCESSED
Reag only,NOT-PROCESSED
Boath read,NOT-PROCESSED
Read and writers,NOT-PROCESSED
Canot ritte can read,NOT-PROCESSED
Ree rite,NOT-PROCESSED
Read and write very little,NOT-PROCESSED
Cannot yes write,NOT-PROCESSED
Cannt r n write,NOT-PROCESSED
A little of Boath,NOT-PROCESSED
Cannot read write not yet,NOT-PROCESSED
Rad an write,NOT-PROCESSED
Miether read or write,NOT-PROCESSED
Cannot read wr?,NOT-PROCESSED
Can read re,NOT-PROCESSED
Cannot read nor write either,NOT-PROCESSED
Not riting,NOT-PROCESSED
Both and write,NOT-PROCESSED
Canot reads write,NOT-PROCESSED
Neighter read nor w,NOT-PROCESSED
Child Neither,NOT-PROCESSED
Apprentice Read and write,NOT-PROCESSED
Can read or wite,NOT-PROCESSED
Cannot read or write from blindness,NOT-PROCESSED
Neither or write,NOT-PROCESSED
Scollolar,NOT-PROCESSED
Reed wte,NOT-PROCESSED
School commencing,NOT-PROCESSED
Can read but can write,NOT-PROCESSED
Can read no write,NOT-PROCESSED
Read and cant rite,NOT-PROCESSED
An read and write,NOT-PROCESSED
Cannot nether read or write,NOT-PROCESSED
Choalrs,NOT-PROCESSED
No scollor,NOT-PROCESSED
Rite write,NOT-PROCESSED
She cannt,NOT-PROCESSED
Can read ride,NOT-PROCESSED
No can't read,NOT-PROCESSED
Read an rit,NOT-PROCESSED
Can read and nor rite,NOT-PROCESSED
Can read of rite,NOT-PROCESSED
Cannot read rie,NOT-PROCESSED
Cannot riad english,NOT-PROCESSED
Canot read or wrigth,NOT-PROCESSED
Young to school,NOT-PROCESSED
Infants school,NOT-PROCESSED
Not at schooll,NOT-PROCESSED
Can't read either,NOT-PROCESSED
Reid and Wgte,NOT-PROCESSED
He can wright only,NOT-PROCESSED
Cannot rite nor read,NOT-PROCESSED
Read a wrte,NOT-PROCESSED
Can read and rrite,NOT-PROCESSED
Reeg and write,NOT-PROCESSED
Dont reed of writ,NOT-PROCESSED
Read and write Curch,NOT-PROCESSED
Cannot nor rite read,NOT-PROCESSED
Read and write reading,NOT-PROCESSED
Wr too going,NOT-PROCESSED
Can riad cannot write,NOT-PROCESSED
Scollerr,NOT-PROCESSED
Not r r,NOT-PROCESSED
Cann reed and write,NOT-PROCESSED
Rod write,NOT-PROCESSED
Cannot rd or wt,NOT-PROCESSED
Carrier or read,NOT-PROCESSED
Cannot read since she because blind,NOT-PROCESSED
Ready write,NOT-PROCESSED
Cammencing,NOT-PROCESSED
Schlar,NOT-PROCESSED
Canot rite or read,NOT-PROCESSED
Read rite write,NOT-PROCESSED
Read and write Carpenter,NOT-PROCESSED
Read and write A Little,NOT-PROCESSED
Canot read or wte,NOT-PROCESSED
Canot rd or wte,NOT-PROCESSED
Could read but right failed,NOT-PROCESSED
Does not read,NOT-PROCESSED
Both read or write,NOT-PROCESSED
Read rrite write,NOT-PROCESSED
Reid a rite,NOT-PROCESSED
Both read and writl,NOT-PROCESSED
Can neither read or rite,NOT-PROCESSED
Medical student,NOT-PROCESSED
Carnon read nor write,NOT-PROCESSED
Read and writre,NOT-PROCESSED
Scholar write read,NOT-PROCESSED
Red and not write,NOT-PROCESSED
Cannot read cannot wrte,NOT-PROCESSED
Cannot rad or write neither,NOT-PROCESSED
Cannt write,NOT-PROCESSED
Marning to reid and rite,NOT-PROCESSED
Aplialit,NOT-PROCESSED
To both,NOT-PROCESSED
Rear,NOT-PROCESSED
Read cannot read or write,NOT-PROCESSED
Cant write can read,NOT-PROCESSED
He cant write not read,NOT-PROCESSED
Partially,NOT-PROCESSED
Cann and write,NOT-PROCESSED
Can write a little read,NOT-PROCESSED
Can reed canot write,NOT-PROCESSED
M a inn coll dublin,NOT-PROCESSED
Redd rit,NOT-PROCESSED
Neither read and nor write,NOT-PROCESSED
Read right little,NOT-PROCESSED
Read and write before of loss of sight,NOT-PROCESSED
Write a little,NOT-PROCESSED
Cannot rd or r,NOT-PROCESSED
Can riad only,NOT-PROCESSED
Can reaid and rit,NOT-PROCESSED
Can write re,NOT-PROCESSED
Can't r nor write,NOT-PROCESSED
Scholoar read and write ?,NOT-PROCESSED
Reade and riet,NOT-PROCESSED
No cannot read ?,NOT-PROCESSED
Can and read only,NOT-PROCESSED
Neiter read nor write,NOT-PROCESSED
Cannot reilly,NOT-PROCESSED
Cannot weeks,NOT-PROCESSED
Read and wriee,NOT-PROCESSED
Not read and ri,NOT-PROCESSED
Canot read or wrt,NOT-PROCESSED
Not nor read write,NOT-PROCESSED
Cant do both,NOT-PROCESSED
He canot read write,NOT-PROCESSED
Conot reed,NOT-PROCESSED
Red an rite,NOT-PROCESSED
Not rade and write,NOT-PROCESSED
She both,NOT-PROCESSED
He Both,NOT-PROCESSED
Reid and wrtee,NOT-PROCESSED
Can r r,NOT-PROCESSED
Reade cannot read or write,NOT-PROCESSED
Read english write,NOT-PROCESSED
Cannet read or write,NOT-PROCESSED
Read and write british type,NOT-PROCESSED
Read and writy,NOT-PROCESSED
Read and wriite,NOT-PROCESSED
Read and cannot read,NOT-PROCESSED
Read ritee,NOT-PROCESSED
Cannot write or Cannot read,NOT-PROCESSED
Read and write all wrong,NOT-PROCESSED
English and irish and write english,NOT-PROCESSED
Cannot read learning to read and write,NOT-PROCESSED
Caannot,NOT-PROCESSED
Seamstress,NOT-PROCESSED
Farmer's daughter,NOT-PROCESSED
R and writee,NOT-PROCESSED
Read and write wool weaver,NOT-PROCESSED
Can read wright only,NOT-PROCESSED
Read read write,NOT-PROCESSED
Read-only,NOT-PROCESSED
Canot Write or Read,NOT-PROCESSED
Read and Wrught,NOT-PROCESSED
Can read r or w,NOT-PROCESSED
Can not r or w,NOT-PROCESSED
Cannot w and r,NOT-PROCESSED
Read dont write,NOT-PROCESSED
Redd and writ,NOT-PROCESSED
Cannot red canot write,NOT-PROCESSED
"""Can ""redd and write""",NOT-PROCESSED
Cannot read or write scholar,NOT-PROCESSED
Not read not wright,NOT-PROCESSED
Schola read and write,NOT-PROCESSED
Nil (Infant),NOT-PROCESSED
Can write cannot read,NOT-PROCESSED
Connt read,NOT-PROCESSED
Cannot read or write can spell,NOT-PROCESSED
In read and write,NOT-PROCESSED
Read dont,NOT-PROCESSED
Can read a wtte,NOT-PROCESSED
Cannot read or write scochlers,NOT-PROCESSED
No reader write,NOT-PROCESSED
Can ried and rite,NOT-PROCESSED
Read and wirite,NOT-PROCESSED
Cannot read or tie,NOT-PROCESSED
All can,NOT-PROCESSED
Connot reed,NOT-PROCESSED
Does not read and write,NOT-PROCESSED
Not or read can or write,NOT-PROCESSED
Scho,NOT-PROCESSED
Read slightly,NOT-PROCESSED
Cannot or right,NOT-PROCESSED
Can read writh,NOT-PROCESSED
At present At School but cannot at present read well or write,NOT-PROCESSED
Canot read and wite,NOT-PROCESSED
Write but Cannot read,NOT-PROCESSED
Cant Read and write,NOT-PROCESSED
Can Write,NOT-PROCESSED
Read cant right,NOT-PROCESSED
Can read but rite,NOT-PROCESSED
Cannot write he nor she,NOT-PROCESSED
Only Spelling,NOT-PROCESSED
Read or write cannot read,NOT-PROCESSED
C rread and write,NOT-PROCESSED
Read right read,NOT-PROCESSED
Write read and write,NOT-PROCESSED
Cannot rea or wite,NOT-PROCESSED
Red and wie,NOT-PROCESSED
writ and write,NOT-PROCESSED
Can read wrighte,NOT-PROCESSED
Won't r or write,NOT-PROCESSED
Red and writer,NOT-PROCESSED
No young,NOT-PROCESSED
Canot read cannot write,NOT-PROCESSED
Read and write (Raised Print),NOT-PROCESSED
Canot red or wrt,NOT-PROCESSED
Writer reader,NOT-PROCESSED
Writer read,NOT-PROCESSED
Can out read,NOT-PROCESSED
Cat read nor write,NOT-PROCESSED
Connot rad write,NOT-PROCESSED
Read not reed,NOT-PROCESSED
Wreat and write,NOT-PROCESSED
Carning to read,NOT-PROCESSED
Read and write (at present at School),NOT-PROCESSED
Going to school read,NOT-PROCESSED
Canot w,NOT-PROCESSED
Not able yet,NOT-PROCESSED
Read and write before she got blind,NOT-PROCESSED
Cannt read or wright,NOT-PROCESSED
Cannot read ret,NOT-PROCESSED
Can read out,NOT-PROCESSED
Canout read or write,NOT-PROCESSED
Can d write,NOT-PROCESSED
With specs can read and write,NOT-PROCESSED
Read a little but not write,NOT-PROCESSED
Cannot r and wr,NOT-PROCESSED
Read g a,NOT-PROCESSED
wrad,NOT-PROCESSED
Farmer roman catholic,NOT-PROCESSED
Dont read and right,NOT-PROCESSED
Shalor,NOT-PROCESSED
Wread and writ,NOT-PROCESSED
Scholar going to school,NOT-PROCESSED
Reade ad write,NOT-PROCESSED
Cannot and nor write,NOT-PROCESSED
Scollar read,NOT-PROCESSED
Can read and ritte,NOT-PROCESSED
Dont r or w,NOT-PROCESSED
C read and wrte,NOT-PROCESSED
Not read r write,NOT-PROCESSED
Can not or write,NOT-PROCESSED
Reading and writing et,NOT-PROCESSED
Read only read,NOT-PROCESSED
Read and write a litter,NOT-PROCESSED
Read neither,NOT-PROCESSED
Music read and write,NOT-PROCESSED
Wreed an write,NOT-PROCESSED
Minor cannot read or write,NOT-PROCESSED
Cannot read nore write,NOT-PROCESSED
Reead only,NOT-PROCESSED
Cant read or wre,NOT-PROCESSED
He read and right,NOT-PROCESSED
Can't write or read,NOT-PROCESSED
Reed not wr,NOT-PROCESSED
Not reat or write,NOT-PROCESSED
Rread wrt,NOT-PROCESSED
Read nor write neither,NOT-PROCESSED
Can read and write hebrew language,NOT-PROCESSED
No Shcoler,NOT-PROCESSED
Read and right write,NOT-PROCESSED
Cn read wright,NOT-PROCESSED
Read and whight,NOT-PROCESSED
Can ried,NOT-PROCESSED
Formerly could read and write,NOT-PROCESSED
Cant write cannot read,NOT-PROCESSED
Canonot read,NOT-PROCESSED
Cannot reid nor wright,NOT-PROCESSED
Reads scholar,NOT-PROCESSED
Brad and write,NOT-PROCESSED
Meagther,NOT-PROCESSED
Meaghter,NOT-PROCESSED
Cannot nor wirte,NOT-PROCESSED
Can read read not write,NOT-PROCESSED
Reading and write,NOT-PROCESSED
Read and wrik but feeble,NOT-PROCESSED
Cannot read and W,NOT-PROCESSED
Little,NOT-PROCESSED
Cant wreed,NOT-PROCESSED
Read and wigtt,NOT-PROCESSED
Cant wread or write,NOT-PROCESSED
Read can or write,NOT-PROCESSED
Not capable of doing either,NOT-PROCESSED
Canott r or w,NOT-PROCESSED
Read and write National sch cssonvent,NOT-PROCESSED
Read and write National sch convent,NOT-PROCESSED
Cannot reed or wright,NOT-PROCESSED
Cannot riad or rite,NOT-PROCESSED
Read and write m.a t.c d.,NOT-PROCESSED
St school,NOT-PROCESSED
Can noth read or rite,NOT-PROCESSED
Cannot Read nor Write,NOT-PROCESSED
Cannot re nor r,NOT-PROCESSED
Canno write,NOT-PROCESSED
Cant ried,NOT-PROCESSED
Reaud and rite,NOT-PROCESSED
Both read and,NOT-PROCESSED
Could reard and write previously,NOT-PROCESSED
NOT-PROCESSEDrd Class Military Certificate read and write,NOT-PROCESSED
Radd and write,NOT-PROCESSED
Sch read and write,NOT-PROCESSED
Schl read and write,NOT-PROCESSED
Read schloar,NOT-PROCESSED
Nead write,NOT-PROCESSED
Cannot read nuther,NOT-PROCESSED
Cannot read or wight,NOT-PROCESSED
Cand ba royal university,NOT-PROCESSED
Lerning,NOT-PROCESSED
Not read and no wt,NOT-PROCESSED
Nt and n read,NOT-PROCESSED
R and w cannot,NOT-PROCESSED
Niether cannot read,NOT-PROCESSED
Can yes read and write,NOT-PROCESSED
Neight Cannot read or write,NOT-PROCESSED
Reard,NOT-PROCESSED
Not read no w,NOT-PROCESSED
W read only,NOT-PROCESSED
Cnot reed or write,NOT-PROCESSED
Not reid and rite,NOT-PROCESSED
Reed and ri,NOT-PROCESSED
Partly educated,NOT-PROCESSED
Scholes,NOT-PROCESSED
Scholear,NOT-PROCESSED
Cannots read or write,NOT-PROCESSED
Neithr read nor right,NOT-PROCESSED
R scholar,NOT-PROCESSED
Can rread write,NOT-PROCESSED
Connt read and write,NOT-PROCESSED
Don't read of write,NOT-PROCESSED
Cannot or read or write,NOT-PROCESSED
Can rite read and write,NOT-PROCESSED
Read badly,NOT-PROCESSED
School read and write,NOT-PROCESSED
Canotnot read or write,NOT-PROCESSED
Ried only,NOT-PROCESSED
Sscholar,NOT-PROCESSED
B A I C D,NOT-PROCESSED
Read and wrigght,NOT-PROCESSED
Linen Weaver,NOT-PROCESSED
Can read or wt,NOT-PROCESSED
Read a littel,NOT-PROCESSED
Read and write a littel,NOT-PROCESSED
Read and write student trinity,NOT-PROCESSED
Read onlt,NOT-PROCESSED
Cant write can read only,NOT-PROCESSED
Can red cannot w,NOT-PROCESSED
Not read right,NOT-PROCESSED
Neather read or right,NOT-PROCESSED
Not reard,NOT-PROCESSED
Cannot rd only,NOT-PROCESSED
She read right,NOT-PROCESSED
Reed writh,NOT-PROCESSED
Attend school,NOT-PROCESSED
Not yet educated,NOT-PROCESSED
Get read and write,NOT-PROCESSED
Read and re write,NOT-PROCESSED
Cannot read unlearned,NOT-PROCESSED
Neithear,NOT-PROCESSED
Cantot read and write,NOT-PROCESSED
Read ad and rite,NOT-PROCESSED
Can not write read,NOT-PROCESSED
Neither Read nor write,NOT-PROCESSED
Cont reed,NOT-PROCESSED
Read and wirght,NOT-PROCESSED
Rea and writ,NOT-PROCESSED
Reed cant rite,NOT-PROCESSED
Can do wrt,NOT-PROCESSED
Niether r or r,NOT-PROCESSED
Cant not read and write,NOT-PROCESSED
No scalar,NOT-PROCESSED
Can read neither or write,NOT-PROCESSED
Read and could write,NOT-PROCESSED
Formley Read and write,NOT-PROCESSED
Read and write (poorly),NOT-PROCESSED
Cannot read nill,NOT-PROCESSED
Riad and,NOT-PROCESSED
Read and red,NOT-PROCESSED
Reid Wright,NOT-PROCESSED
Weaver read,NOT-PROCESSED
Ried rite,NOT-PROCESSED
Can reae write,NOT-PROCESSED
Scohler,NOT-PROCESSED
Niether read and write,NOT-PROCESSED
Either cannot,NOT-PROCESSED
Inft,NOT-PROCESSED
Could have,NOT-PROCESSED
Cannot read and wrer,NOT-PROCESSED
Learing to read and write,NOT-PROCESSED
Reed rigt,NOT-PROCESSED
Reid and wrig,NOT-PROCESSED
Canr read nor write,NOT-PROCESSED
Can write and write,NOT-PROCESSED
Cannot r or writes,NOT-PROCESSED
Right and right,NOT-PROCESSED
Read wrtee,NOT-PROCESSED
Well Educated,NOT-PROCESSED
Proper,NOT-PROCESSED
Kant read nor write,NOT-PROCESSED
Either cannot read and write,NOT-PROCESSED
Bred and write,NOT-PROCESSED
B. a. t. c. d.,NOT-PROCESSED
Rad and w,NOT-PROCESSED
Could r a wr,NOT-PROCESSED
Not read not w,NOT-PROCESSED
Read and wrghite,NOT-PROCESSED
Able to read and rite,NOT-PROCESSED
Can read and write in singalose,NOT-PROCESSED
Read and write all,NOT-PROCESSED
Boath reader,NOT-PROCESSED
Reid wrigh,NOT-PROCESSED
Canet not read,NOT-PROCESSED
Reed dand rite,NOT-PROCESSED
Canot reed or r,NOT-PROCESSED
Read ard rite,NOT-PROCESSED
Eggler,NOT-PROCESSED
Cannot reade and right,NOT-PROCESSED
Not rea or right,NOT-PROCESSED
No only write read and write,NOT-PROCESSED
Can read and wite as well,NOT-PROCESSED
Rad only,NOT-PROCESSED
Read but not wirte,NOT-PROCESSED
Real write,NOT-PROCESSED
Cant read but write,NOT-PROCESSED
Can read and write B A,NOT-PROCESSED
Read and wett,NOT-PROCESSED
Can to read and write,NOT-PROCESSED
Yes all read and write,NOT-PROCESSED
Reer writ,NOT-PROCESSED
Cannot read Niether,NOT-PROCESSED
Reead and wright,NOT-PROCESSED
Read reg,NOT-PROCESSED
Canot r nor wi,NOT-PROCESSED
Can and righte,NOT-PROCESSED
Hr in first read,NOT-PROCESSED
Cholrs,NOT-PROCESSED
Cannot reed and writ,NOT-PROCESSED
Can reid onely,NOT-PROCESSED
Read nor writ,NOT-PROCESSED
Read but canot write,NOT-PROCESSED
Red onely,NOT-PROCESSED
U graduate r u i,NOT-PROCESSED
C can read an rie,NOT-PROCESSED
Reed rieht,NOT-PROCESSED
Re we,NOT-PROCESSED
Readr write,NOT-PROCESSED
Canot rad,NOT-PROCESSED
She canot read and write,NOT-PROCESSED
Not able to read and write,NOT-PROCESSED
Cannot read lost her speech,NOT-PROCESSED
Cannot r a write,NOT-PROCESSED
Could do both formerly,NOT-PROCESSED
Not read three month,NOT-PROCESSED
Alphbit,NOT-PROCESSED
Reaad rite,NOT-PROCESSED
Boths,NOT-PROCESSED
Cannot read letters,NOT-PROCESSED
Scallar,NOT-PROCESSED
Farme and write,NOT-PROCESSED
Read and write and sing,NOT-PROCESSED
None only,NOT-PROCESSED
Can read Cannot rite,NOT-PROCESSED
Rede and wrte,NOT-PROCESSED
Cannot reaed nor rite,NOT-PROCESSED
Read and R,NOT-PROCESSED
Cannot raed or rite,NOT-PROCESSED
O read wr,NOT-PROCESSED
Write and reade,NOT-PROCESSED
Cannot wred,NOT-PROCESSED
Neather read wright,NOT-PROCESSED
Read wrfat,NOT-PROCESSED
Letter alphebt,NOT-PROCESSED
Can re a write,NOT-PROCESSED
No Read or write,NOT-PROCESSED
Rd Only,NOT-PROCESSED
Can read write a little,NOT-PROCESSED
Infirm and helper,NOT-PROCESSED
Read not or write,NOT-PROCESSED
Read and ?rite,NOT-PROCESSED
He can do both,NOT-PROCESSED
Cannot read no schoolar,NOT-PROCESSED
Cannot read neither r or w,NOT-PROCESSED
Read and write blind books,NOT-PROCESSED
Cannoll r read,NOT-PROCESSED
Cannot red and rite,NOT-PROCESSED
Cannot read not writen,NOT-PROCESSED
Read and write and spell,NOT-PROCESSED
Ct read nor rite,NOT-PROCESSED
Cnot ead,NOT-PROCESSED
Read and wat,NOT-PROCESSED
Scholar Cannot read,NOT-PROCESSED
Scholar Read,NOT-PROCESSED
Connot read and write,NOT-PROCESSED
Canot read not rite,NOT-PROCESSED
Can rea and writ,NOT-PROCESSED
Reird and write,NOT-PROCESSED
N r n w,NOT-PROCESSED
M a t c u,NOT-PROCESSED
Does not write,NOT-PROCESSED
Ret and read,NOT-PROCESSED
Rate and reed,NOT-PROCESSED
Infant class,NOT-PROCESSED
Read and write - recently blind,NOT-PROCESSED
Read ect,NOT-PROCESSED
Cannot read write no,NOT-PROCESSED
Can rad only,NOT-PROCESSED
Cannot r o w,NOT-PROCESSED
Cand riad,NOT-PROCESSED
Not reed and write,NOT-PROCESSED
Can Read or Write,NOT-PROCESSED
Cant do,NOT-PROCESSED
R and ritee,NOT-PROCESSED
R not rite,NOT-PROCESSED
Canot read and wright,NOT-PROCESSED
Can both read and write with great case,NOT-PROCESSED
Netther read nor write,NOT-PROCESSED
Cannot read or wrter,NOT-PROCESSED
Cannot nether,NOT-PROCESSED
Cannot ready,NOT-PROCESSED
Can neither read of wr,NOT-PROCESSED
Ream ? read,NOT-PROCESSED
Do not write not read,NOT-PROCESSED
Not write no read,NOT-PROCESSED
Reed a right,NOT-PROCESSED
Read and write an little,NOT-PROCESSED
Yes young,NOT-PROCESSED
Canot read or ri,NOT-PROCESSED
R and read,NOT-PROCESSED
Schlor in s,NOT-PROCESSED
Yes all,NOT-PROCESSED
nil,NOT-PROCESSED
Reead an write,NOT-PROCESSED
She cant read or write,NOT-PROCESSED
Illustrate cannot read or write,NOT-PROCESSED
Neither read of write,NOT-PROCESSED
A little bit,NOT-PROCESSED
Con not,NOT-PROCESSED
Read cant not write,NOT-PROCESSED
A little read and write,NOT-PROCESSED
R?d,NOT-PROCESSED
Cannot red not w,NOT-PROCESSED
Can read moon's type,NOT-PROCESSED
Read teach,NOT-PROCESSED
Widow,NOT-PROCESSED
Can r an w,NOT-PROCESSED
Scholar receiving instructions,NOT-PROCESSED
Cannot of read,NOT-PROCESSED
At not,NOT-PROCESSED
Only reed,NOT-PROCESSED
R and w scholars,NOT-PROCESSED
