occupationTmp,count
Asylum Att 9. Store Assistant,1
Asylum Attat,15
Asylum Attendant,498
Asylum Attendant Pensioner,1
Asylum Attendant Shoemaker,10
Asylum Attendant and Gardener,1
Asylum Attendaur,1
Asylum Attendent,7
Asylum Attendt,28
Asylum Clerk,2
Asylum Cook,3
Asylum Cook (Assistant),1
Asylum Dairymaid,1
Asylum Dressmaker,1
Asylum Gate Keeper,2
Asylum Gate Porter,1
Asylum Head Attendant,2
Asylum Head Nurse,1
Asylum Keeper,1
Asylum Land Steward,1
Asylum Laundress,3
Asylum Laundress (Assistant),1
Asylum Matron,2
Asylum Nure Resigned,1
Asylum Nurse,167
Asylum Nurse Pensioner,1
Asylum Officer Superannuation,1
Asylum Pensinor District,2
Asylum Pensioner,6
Asylum Physician,1
Asylum Store Keeper,1
Asylum Storekeeper,5
Asylum Warder,4
Asylum Warders Unemployed,1
Asylum Worder,1
Asylum at Herd,1
Asylumn Nurse,1
Aszlum Wardn,1
At,2
At - Home,1
At - Scholar,1
At Academy,1
At Apprentice,1
At B,1
At Biscuit Factory,1
At Bleach Works,1
At Blocking Machine in Laundry,1
At Book Binding,1
At Book Stall R Station,1
At Buisness,1
At Busines in Good Bodies,2
At Busines in House,1
At Business,9
At Business in a Wine Merchants Stores,1
At Cabinet Making,1
At Carding Machinary,1
At Carpender Trade,1
At Carpet Works,1
At Chooll,1
At Church,2
At Clarking,1
At Cleeve's Factory,1
At Cleeves Factory,1
At Clerking,1
At College,5
At Confectionery in Factory of W J R Jacob Peters Row Dublin,1
At Cool,1
At Cooll,2
At Coopering,1
At Creamery Work,1
At Daily School,1
At Daily Work,1
At Domestic,1
At Dressmaking,1
At Factory,4
At Factory Work,1
At Fancy Work and Dressmaker,1
At Farm Business,3
At Farm Labour etc,6
At Farm Work,3
At Farming,4
At Guiness Survey Cooper,1
At Handkerchief,1
At Hardware Business,2
At Home,1123
At Home (Genal Work),1
At Home : Housekeeper,1
At Home Assisting Parents,1
At Home Attending Too,1
At Home Business,1
At Home Farmer's Daughter,1
At Home From Shool,1
At Home Get,1
At Home Going to School,1
At Home Helping,1
At Home House Keeper,1
At Home Housekeeper,1
At Home Housekeeping,1
At Home Housework,2
At Home Instructor,1
At Home Just Left School,1
At Home No Occupation,1
At Home No Profession,1
At Home Regularly,1
At Home Scholar,2
At Home Work,2
At Home not Working,1
At Home with Parents,1
At Homekeeper,1
At House,19
At House Work,1
At House-Work,1
At Inchicore Works Engine Fitter,1
At Infant,2
At Jonal Factory,1
At Kings Irish School Scolars,1
At Labour,1
At Lace,3
At Lace Work,1
At Ladies Collage,1
At Lobour,1
At Masons,1
At Millinery,1
At National School,1
At Natl School,7
At No Business,2
At Nurse,5
At Nursing,1
At Own Business,3
At Pensioner Gloucester Regiment,1
At Plumbing Trade,2
At Present Doing the Duty of Postman,1
At Present Unemployed,1
At Present in South Africa,1
At Printing,2
At Printing Machine,2
At Rope Spinning,1
At Saholor,1
At Sailmatring,1
At Sales Drapery,1
At Scholer,1
At Schoo,1
At School (Private),1
At School (Scholar),7
At School Boy,2
At School Girl,2
At School Occasinally,1
At School Scholar,26
At School Scolar,2
At School Third Class,1
At School and R. U. I.,1
At School as Scholars,5
At School at Look,3
At School in ?,4
At School. Scholar,2
At Schoollar,1
At Schools,2
At Scolar,1
At Scoll,1
At Scoolar,1
At Scoull,1
At Scull,1
At Sea,1
"At Sergeant, Infantry",1
At Servant,1
At Service,2
At Service Domestic Servant,1
At Sewing Factory,1
At Shcoolar,1
At Shirt Maker,1
At Shollar,1
At Shool,45
At Shoolar,2
At Shooll,1
At Shore,2
At Son,1
At Sool,1
At Spone,1
At Stationery,1
At Stationery Assist,1
At Stationery Work,1
At Steward,2
At Stitcher,1
At Storekeeper,1
At Student,1
At Study,3
At Tailoring,1
At Tayloring,1
At Trade Carpenter,1
At Tylers,1
At Upholstering,1
At Wife to a Farmer,1
At Wire Weaving,1
At Wood Carver,1
At Work Engine Fitter,1
At Work as Factory Women,1
At Works Engineer,2
At Yarn Soarting,1
At Yong,2
At Young,1
At a Home,1
At a N School,4
At a School,1
At a Shop,1
At a Trade,1
At chool,3
At college,16
At home,26
At home Servant Helping,1
At home to young for school,1
At homes,1
At no School as Yet,1
At no Work,1
At on Occupation,1
At sh,1
At the Front war,1
At to School,1
At works,1
At-School,1
Atchool,3
Atdending School,1
Ate School,1
Ateanding School,1
Ateing School,4
Aten a School,3
Atend School,1
Atend in School,5
Atend-School,3
Atendant,2
Atendding School,1
Atende School,1
Atenden,1
Atenden School,9
Atendig School,1
Atendin Schl,1
Atending Chool,2
Atending Choole,1
Atending Scholl,1
Atending School Scholar,1
Atending Schooll,1
Atending Scool,3
Atending Shcool,3
Atending Shool,3
Atending Shop,1
Atending a School,6
Atending at School,3
Atending at Scool,1
Atending to ?,1
Atendint,1
Atendng School,3
Atends to Chool,1
Atends to Choole,1
Atent,1
Atenting School,1
Ath-home,1
Atherton Warper,1
Athletic Outfitter,1
Athletic Sales Man,1
Athletic Trainer,1
Athlone Purseewans of Arms,1
Athome,6
Athorne,1
Atinding School,3
Ating School,1
Ating Schoolar,1
Atn Sgt (Army),1
Ato House Painting,2
Atomatic Knitter,1
Atomic Knighter,1
Atschool,3
Att Choole,2
Att Home,1
Att Scholl,1
Att in Asylum,1
Att. in Asylum,1
Attached Royal Army Medical Corps L. R. Cp. L R C S E D in L. F P O S. G. L. P. S I,1
Attanding School,7
Attding school,3
Atte School,2
Atteing Scooll Scholar,1
Attemding School,1
Atten,1
Attend Electric Light Agricultural,1
Attend Home,1
Attend Scholar,1
Attend a School,1
Attend an Road,1
Attend for Shop and House,1
Attend in Scholl,1
Attend in School,6
Attend to Farm,1
Attend to Fonney,1
Attend to her Hous and Children,1
Attendan None School,1
Attendan School,1
Attendance Officer of Schools,1
Attendance at College of Science,1
Attendant,116
Attendant (Asylum),1
Attendant Asyluem,1
Attendant Asylum Clonmel,1
Attendant Asylumn,1
Attendant Behind Sweet Counter in Restaurant,1
Attendant Co Asylum,1
Attendant Corporation Bcthr,1
Attendant D Servt,1
Attendant D.L.A.,1
Attendant District Asylum,7
Attendant Domestic Servant,1
Attendant Domestic Svt,1
Attendant F H,1
Attendant Female Lunsties in Workhouse,1
Attendant Gardener,1
Attendant H Asylum,1
Attendant In Asylum,1
Attendant Invalid,1
Attendant L Dept,2
Attendant Laides Waiting Room,1
Attendant Lunatic Asg,1
Attendant Lunatic Asylam,2
Attendant Lunatic Asylum,2
Attendant Lunatic Dep,1
Attendant Lunatic Dept,4
Attendant Male Lunsties in Workhouse,1
Attendant Museum Science and Art,1
Attendant National Gallery,1
Attendant Nurse,1
Attendant Once Parents,1
Attendant Painter,1
Attendant Queens College,1
Attendant R D Society,1
Attendant Record Dept Irish Land Commission,1
Attendant Reg of Deeds Marching Office,1
Attendant Royal Coll of Science,1
Attendant School,1
Attendant School Museum,1
Attendant Science and Art Dept.,1
Attendant Science and Art Museum,2
Attendant Steam Handkerchief Printer,1
Attendant Tailor,1
Attendant Weaver,1
Attendant and Companion,1
Attendant at Asylum,2
Attendant at Book Stall,1
Attendant at L Asylum,1
Attendant at Printing Machine,1
Attendant in,1
Attendant in Above,1
Attendant in Asylum,38
Attendant in Asylum Derry,1
Attendant in Auctioneers Mart,1
Attendant in Ayslum,1
Attendant in Baths,2
Attendant in Bay,1
Attendant in Boths,1
Attendant in Bread Shop,1
Attendant in Creamery,1
Attendant in D.L Asylum,1
Attendant in D.L. Asylum,1
Attendant in Dispensary,1
Attendant in Female Lunatic Ward,2
Attendant in Grocery,1
Attendant in Hospital,2
Attendant in Hotel Unemployed,1
Attendant in Imbeciles,1
Attendant in Ladies Club,1
Attendant in Laides Waitingroom,1
Attendant in Law Courts,1
Attendant in Luker Baths,1
Attendant in Lunate Asylum,1
Attendant in Lunatic Asylum,2
Attendant in Male Hospital,1
Attendant in Male Lunatic Ward,2
Attendant in Meal Stores,1
Attendant in Museum,1
Attendant in National Library Kildare,1
Attendant in Private Lunatic Asylum,2
Attendant in R.L Asylum,1
Attendant in Resturant,1
Attendant in Shop,1
Attendant in Telephone Office,1
Attendant in W. House Hospital Ward,1
Attendant in a Lunatic Asylum,1
Attendant in a Private Lunatic Asylum,1
Attendant in the Insane,1
Attendant in the Insur,1
Attendant in the Underground Corweing Corporation,1
Attendant in. L. Asylum,1
Attendant on Doctor,1
Attendant on Imbecile,1
Attendant on Imbeciles,4
Attendant on Insane,101
Attendant on Insure,1
Attendant on Invalide and c,1
Attendant on Lady,1
Attendant on Lunaties,1
Attendant on Mother,1
Attendant on No 3 Domestic,1
Attendant on Sick,5
Attendant on the Insane,3
Attendant on the Insane Lunatic Asylum,1
Attendant or Nurse,1
Attendant the Hotel,1
Attendant to Idiots,2
Attendant to M D,1
Attendant-Domestic,1
Attendant. at L. Asylum,1
Attendants in Omagh Asylum,1
Attendare School No Trade,1
Attended School,2
Attended Scooll Scholar,1
Attended at School,1
Attenden,3
Attenden School,11
Attendency School,1
Attendend School,2
Attendend at Musum,1
Attendent,23
Attendent Asylum,1
Attendent Central Asylum Dundrum Co Dublin,1
Attendent Gardener,1
Attendent L Dept,1
Attendent Maid-Domestic Servant,1
Attendent Museum,1
Attendent Nurse,1
Attendent School,1
Attendent Telephone Exchange,1
Attendent Turkish Batts,1
Attendent and Waiting Room Great N.R.B,1
Attendent in Asylum,1
Attendent in Damask Weaving Department,1
Attendent in Fourcourts,1
Attendent-Turkish Baths,1
Attender,2
Attender School,1
Attender School Scholar,4
Attender in Science and Art Musuem,1
Attendery School,4
Attendes School,2
Attendg Scholar,1
Attendg School,7
Attendig School,5
Attendign School,1
Attendin Chool,1
Attendin Scho,1
Attendin Scholl,1
Attendin School,10
Attendin a School,1
Attendin and School,1
Attendind School,1
Attendinding School,4
Attending,4
Attending (Scholar) School,1
Attending + School (Scholar),1
Attending A Roler in Flax Mill,1
Attending A School,6
Attending Army School 4/The Kings,1
Attending At School,3
Attending Beetling Mill,2
Attending Bricklayers,2
Attending Cattle,1
Attending Chool,14
Attending Chrochet School,1
Attending Classes,1
Attending College,1
Attending Crosing Factory,2
Attending Dispensy,1
Attending Domestic Duties,1
Attending Domestic Duties at Home,1
Attending Family,3
Attending Farm,5
Attending Farming,1
Attending Farming Work,3
Attending Frames in Dye Works,1
Attending Her Household,1
Attending Home,7
Attending House,4
Attending House Duties,4
Attending House Dutyes,1
Attending House-Work,1
Attending Household,26
Attending Household Duties,1
Attending Instruction,1
Attending Instructions,1
Attending Irish town school,1
Attending Labourers on Railway,1
Attending Land,1
Attending Machine in Bleach Works,1
Attending Machine in Felt Works,1
Attending Machine in Printing Office,1
Attending Machine on Printing Office,1
Attending Mason Laubror,1
Attending Masons,2
Attending N S,4
Attending N School,2
Attending N. School,3
Attending National S,4
Attending National School,1
Attending No School,5
Attending Nowhere,1
Attending Nurseries N D Union,1
Attending Own Farnoley,1
Attending Pelfand Child,1
Attending Plumber,1
Attending Poultry,1
Attending Presentation Convent,2
Attending Printers,2
Attending Printing,2
Attending Royal Acdemy of Music,1
Attending S,2
Attending Sc,1
Attending Sch,9
Attending Schall,1
Attending Schl,2
Attending Scho,1
Attending Schol,4
Attending Scholar,22
Attending Scholar School,3
Attending Scholars,1
Attending Scholl,10
Attending Scholl-Scholars,2
Attending Schoo,1
Attending School (Scholar),9
Attending School Chollar,1
Attending School Farm,1
Attending School Farmers Son,1
Attending School Half Time Mill Worker,1
Attending School None,2
Attending School Partty (Scholar),1
Attending School Read and write,1
Attending School Regular,2
Attending School Scholar,28
Attending School Scholars,5
Attending School Scollar,2
Attending School Servant,1
Attending School Sholar,3
Attending School in St Michael North Anne St,4
Attending School in St Michells North Ann Street,1
Attending Schoole,8
Attending Schooll,11
Attending Scoll,2
Attending Scool,40
Attending Scool (Scholar),2
Attending Scoolar,3
Attending Scoole,1
Attending Scooll,1
Attending Servt,3
Attending Shchool,1
Attending Shol,1
Attending Shook,1
Attending Shool,42
Attending Shop,7
Attending Sick Poor,20
Attending Sool,2
Attending St Stephens School,1
Attending Stone Mason,1
Attending Surgeon,1
Attending Technical School,1
Attending To Household,1
Attending W House,1
Attending Warper,1
Attending a Chool,1
Attending a Scholar,5
Attending a Scholl,1
Attending a School Scholar,4
Attending a Schoolar,1
Attending a Scool,2
Attending a Training College,1
Attending a school,2
Attending and Printing Machine,1
Attending and Scholl Scholar,1
Attending army School,2
Attending at Courners Court School,2
Attending at Farm,1
Attending at Home,1
Attending at Law,1
Attending at Scholar,1
Attending at School Two,2
Attending at Schoole,1
Attending at Schooll,2
Attending at Scool,1
Attending at her Book Shop,1
Attending at school,6
Attending her Fanely,1
Attending his Family,1
Attending house Work,1
Attending in Farmer in Flax Preparing Room,1
Attending in House,2
Attending in School,6
Attending in Shop,2
Attending of Family Doctor and Keeping Shop of Owr,1
Attending of School,1
Attending on Family,2
Attending on Farm,1
Attending on Road,1
Attending on School,2
Attending school scholar,4
Attending the Sick Par,1
Attending to Domestic Duties at Home,1
Attending to Domestic Employment,1
Attending to Family,1
Attending to Farm,3
Attending to Home,1
Attending to Horses,1
Attending to House Duties,2
Attending to House Dutis,1
Attending to House Dutys,1
Attending to House Hold,1
Attending to House-Business,1
Attending to Household,1
Attending to Household Duties in her Parent's House,1
Attending to School,9
Attending to a Roving Farm,1
Attending to the House Work,1
Attending-School,2
Attendings School,1
Attendings Scool,1
Attendn Chool,1
Attendn School,1
Attendng School,10
Attendng Spinners,1
Attendnig,1
Attendnig School,1
Attendnt,2
Attends Bar,1
Attends Bar of Public House,1
Attends Domestic Duties,2
Attends Father Shop,1
Attends General Work,1
Attends Household Duties,1
Attends Linen Weavers,1
Attends Painter Shop,2
Attends Public House Bar,1
Attends Rollers in Flax Mill,2
Attends School,35
Attends School and Labourer,1
Attends Shop,2
Attends Warpers,1
Attends a Calander,1
Attends a Lapping Machine,1
Attends a School,1
Attends and House,1
Attends at School,4
Attends in Farm House,2
Attends in Shop,1
Attends to House,3
Attends to House and Family,1
Attends to Household Duties,2
Attends to Work of the House,1
Attends to her Famy,1
Attendy School,3
Attendy school,2
Attened School,3
Attenend Out in Asylum,1
Atteng School,1
Attenginds Schoo,1
Attenind School,1
Attening School,6
Attenndig School,1
Attenting School,9
Attention to House,1
Attentting School,1
Atterdant of the House,1
Attg School,15
Attianding School,2
Attinding School,8
Attinding Scool,1
Attinding Shool,1
Attinding at School,2
Atting C.M School,1
Atting Household,1
Atting Schollers,1
Atting School,5
Atting a Shool,2
Attorney,1
Attorney Clerk,1
Attorney's Clerk,1
Attorney's Clk,1
Attorneys Clerk,1
Attorneys General Clerk,1
Atttending School Scholar,2
Au Postman,1
Auated Water Manufacturer (Master),1
Auated Water Manufasturer (Master),1
Auchoneer and Land agent,1
Auchtoneers Clerk,1
Aucioneers Clerk,1
Auct Valuator Survey or and Farmer,1
Auctineer,1
Auction Man,1
Auction Porter,10
Auction Porter Unemployed,1
Auction Room Porter,1
Auctional and Farmer,1
Auctionar,1
Auctioncer Grocer and Publican,1
Auctioncer Retd,1
Auctionear,1
Auctionear and Value,1
Auctioneeir,1
Auctioneer,204
Auctioneer Assistant,1
Auctioneer Commission Agent and Farmer,1
Auctioneer Etc,1
Auctioneer Fruit,1
Auctioneer Hotel Propy Merchant and Draper,1
Auctioneer House and Land Agent,1
Auctioneer Land Agent Draper and Outfitter,1
Auctioneer Land Agent and c,1
Auctioneer Padlar,1
"Auctioneer Photographer, Shopkeeper",1
Auctioneer Railway,1
Auctioneer Stationer,1
Auctioneer Value,1
Auctioneer Valuer and C,1
Auctioneer Victualler and J'od etc,1
Auctioneer Walner,2
Auctioneer and ?,1
Auctioneer and Agent,2
Auctioneer and C,6
Auctioneer and Cattle Salesman,2
Auctioneer and Clerk,1
Auctioneer and Coal Merchant,1
Auctioneer and Draper,2
Auctioneer and Estate Agent,1
Auctioneer and Estate Agent Rate Collection,1
Auctioneer and Farmer,12
Auctioneer and Farmer Cattle Dealer,1
Auctioneer and Farmer Wife and Head,1
Auctioneer and Farmers Wife,1
Auctioneer and General Merch,1
Auctioneer and General Merchant,1
Auctioneer and General Merchant and Farmer,2
Auctioneer and Grocer,3
Auctioneer and Hotel Propr,1
Auctioneer and House Agent,1
Auctioneer and Innkeeper,1
Auctioneer and Insurance Agent,1
Auctioneer and Journalist,2
Auctioneer and Land Agent,2
Auctioneer and Live Stock Salesman,1
Auctioneer and Merchant,3
Auctioneer and Publicab Farmer,1
Auctioneer and Publican,5
Auctioneer and Publican and Farmer,1
Auctioneer and Rate Collc,1
Auctioneer and Rate Collector and Salesmaster,1
Auctioneer and Real Property Broker,1
Auctioneer and Seed Merchant,2
Auctioneer and Shop Keeper,1
Auctioneer and Shopkeeper,1
Auctioneer and Spirit Dealer,1
Auctioneer and Spirit Mercht,1
Auctioneer and Stationer,1
Auctioneer and Valner and c,1
Auctioneer and Valuator,1
Auctioneer and Valuer,10
Auctioneer and Valuer and Justice of the Peace,1
Auctioneer and Volver,1
Auctioneer and Warehouseman,1
Auctioneer and Wool Broker,1
Auctioneer and c,2
Auctioneer's Apprentice,1
Auctioneer's Assistant,2
Auctioneer's Bookkeeper,1
Auctioneer's Clerk,13
Auctioneer's Clerk and Billiard Proprietor,1
Auctioneer's General Clerk,1
Auctioneer's Porter,1
"Auctioneer, House and Insurance Agent",1
"Auctioneer, Poor Rate Collector",1
"Auctioneer, Publican and Farmer",1
Auctioneer-Rate Collector,1
Auctioneer-Valuer Furniture Buyer,1
Auctioneering Clerk,1
Auctioneers Apprentice,1
Auctioneers Assistant,3
Auctioneers Cashier,1
Auctioneers Clarke,1
Auctioneers Clerk,26
Auctioneers Messenger,1
Auctioneers Porter,6
Auctioner,24
Auctioner Coach Builder Jusster Publican Agricultural Machine Manufacturer,1
Auctioner P S G and C,1
Auctioner and Agent Commision,1
Auctioner and Bookkeeper,1
Auctioner and C,2
Auctioner and Cattle Labourer,1
Auctioner and Commission Agent,1
Auctioner and Contractor,1
Auctioner and Farmer,3
Auctioner and Fish Salesman,1
Auctioner and House Agent,2
Auctioner and Publincan,1
Auctioner and Salesma,1
Auctioner and Salesmaster,1
Auctioner and Shop Keeper,1
Auctioner and Valuater,1
Auctioner and Valuator,1
Auctioner and Valuer,1
Auctioner's Apprentice,1
Auctioner's Assistant,1
Auctioner's Asst,1
Auctioner's Clark,1
Auctioner's Clerk,1
Auctioners Assistant,1
Auctioners Clerk,4
Auctioners Daughter,1
Auctioners Porter,1
Auctionesr's Clerk,1
Auctionier,1
Auctionier and Valuer,1
Auctionur,2
Auctionur's Clerk,2
Auctoneer,1
Auctormy Winder,1
